,host_id,host_name,host_response_time,host_response_rate,host_acceptance_rate,host_total_listings_count
43929,54007381,Henry,within an hour,100%,100%,8.0
43930,463580100,Andy,within an hour,100%,100%,14.0
43931,43040733,Joani,within a few hours,100%,75%,10.0
43932,11767445,Roxy,within an hour,100%,100%,1.0
43933,1367539,Cássia,,,,4.0
43934,461952007,The Livingston Collection,within an hour,97%,79%,30.0
43935,11065873,Margo,within an hour,100%,100%,4.0
43936,30850484,Level Hotel And Furnished Suites,within a few hours,98%,75%,100.0
43937,141570534,Tim & Yuliya,,,,24.0
43938,86022687,Keren,within an hour,100%,100%,4.0
43939,439107312,Shahnaz,,,,1.0
43940,347836150,Arm And Di,within an hour,100%,100%,4.0
43941,18616122,Diana,within an hour,100%,80%,74.0
43942,1367539,Cássia,,,,4.0
43943,95532773,Michael,within an hour,100%,100%,86.0
43944,159355723,Outsite,within a few hours,90%,68%,168.0
43945,519261300,Timmy,within an hour,88%,100%,1.0
43946,47734626,T James,within an hour,90%,96%,22.0
43947,366967898,Amir,within a few hours,100%,87%,30.0
43948,147435911,Tremaine,,,,1.0
43949,13931847,Ruben,,,100%,2.0
43950,6621809,Melissa,within an hour,100%,95%,1.0
43951,22929317,EssentiaLyfe,within an hour,100%,92%,31.0
43952,159480876,Urbanlux,within a few hours,100%,75%,71.0
43953,18616122,Diana,within an hour,100%,80%,74.0
43954,30850484,Level Hotel And Furnished Suites,within a few hours,98%,75%,100.0
43955,429035490,Levi,within a few hours,89%,100%,9.0
43956,507084725,Beverly Hills Luxury Leases,within an hour,100%,0%,20.0
43957,30850484,Level Hotel And Furnished Suites,within a few hours,98%,75%,100.0
43958,529727141,Lina,within an hour,100%,100%,3.0
43959,434308338,Chris,within an hour,99%,94%,24.0
43960,30850484,Level Hotel And Furnished Suites,within a few hours,98%,75%,100.0
43961,293255806,Richard,within an hour,100%,93%,11.0
43962,43626965,Cat,within an hour,100%,,7.0
43963,22929317,EssentiaLyfe,within an hour,100%,92%,31.0
43964,392789878,Robert,within an hour,98%,92%,69.0
43965,445462637,Olfa,within an hour,100%,100%,1.0
43966,83974354,Terrence,a few days or more,0%,,5.0
43967,260205569,Leo,within a few hours,100%,92%,15.0
43968,216498031,Ashot,,,,4.0
43969,30850484,Level Hotel And Furnished Suites,within a few hours,98%,75%,100.0
43970,37693298,Morgan,within a few hours,100%,83%,3.0
43971,38523124,Eric,within an hour,89%,100%,1.0
43972,142105008,Jenny,,,50%,1.0
43973,12433164,Ana & Edgar,within an hour,100%,66%,22.0
43974,1896248,Jerry,,,0%,2.0
43975,30850484,Level Hotel And Furnished Suites,within a few hours,98%,75%,100.0
43976,390159698,Veronica,,,,5.0
43977,62322868,Faraj,within an hour,90%,67%,18.0
43978,30850484,Level Hotel And Furnished Suites,within a few hours,98%,75%,100.0
43979,520941808,Miguel A,within an hour,100%,100%,49.0
43980,271873709,Shahram,within a day,100%,71%,1.0
43981,296847500,Stay LA,within an hour,100%,97%,10.0
43982,326383590,Affluent,within an hour,100%,97%,47.0
43983,365168234,Vivian,within an hour,100%,90%,3.0
43984,483335374,Melanie,within a few hours,90%,50%,15.0
43985,4050393,Terry,within an hour,100%,67%,4.0
43986,449460327,Luxxx,within an hour,100%,66%,131.0
43987,385150994,Maylen Brooke,,,,19.0
43988,108185698,Timmy,within an hour,100%,100%,30.0
43989,338394698,RR Management,within an hour,98%,99%,28.0
43990,485134033,Michelle,within an hour,100%,100%,56.0
43991,504530423,Emaan,within a few hours,80%,100%,12.0
43992,19237277,Brenda,within an hour,100%,100%,11.0
43993,33312948,Mike,,,,3.0
43994,201092,John,within an hour,100%,99%,7.0
43995,31628447,Beth,within a few hours,100%,33%,5.0
43996,351699268,Chanan,within an hour,100%,75%,15.0
43997,165319519,Fay,within an hour,100%,90%,3.0
43998,22819782,Kristen,within a few hours,100%,59%,11.0
43999,510471191,Raven,within an hour,100%,100%,49.0
44000,221893775,Michelle,within an hour,99%,99%,36.0
44001,229716119,Simone,within an hour,100%,98%,40.0
44002,534414847,Victoria,,,,1.0
44003,18616122,Diana,within an hour,100%,80%,74.0
44004,25721194,Suzi,within a few hours,83%,67%,25.0
44005,373882703,Nikola,within an hour,100%,100%,1.0
44006,456941750,Taipei,within an hour,100%,100%,3.0
44007,468914943,RoomPicks,within an hour,100%,99%,668.0
44008,61891377,Cameron,within an hour,100%,100%,2.0
44009,468914943,RoomPicks,within an hour,100%,99%,668.0
44010,6793907,Tues,within a few hours,80%,100%,4.0
44011,7660373,Sioux-Z,within a few hours,100%,73%,23.0
44012,479546542,Oscar,within an hour,100%,99%,5.0
44013,29121365,Kyle,within a few hours,90%,100%,35.0
44014,20479701,Violet,within an hour,100%,99%,13.0
44015,32335799,Sage,within an hour,80%,100%,13.0
44016,6793907,Tues,within a few hours,80%,100%,4.0
44017,156924559,Valda,within an hour,100%,100%,4.0
44018,253105222,Sonder (Los Angeles),within an hour,100%,99%,61.0
44019,63146716,Brandon And Stacy,within an hour,99%,85%,126.0
44020,15099063,Danny,within a few hours,100%,,1.0
44021,102909892,Bahram,within an hour,100%,50%,3.0
44022,8265644,Jo,within a few hours,100%,80%,8.0
44023,411105192,Ethan,within a few hours,100%,74%,14.0
44024,159264111,Stelain,within a few hours,78%,91%,3.0
44025,55831336,Matt,within an hour,100%,98%,9.0
44026,484269516,Scott,within an hour,100%,100%,60.0
44027,137578748,Maya,,,,1.0
44028,65000336,William,within a few hours,92%,67%,21.0
44029,54007381,Henry,within an hour,100%,100%,8.0
44030,32448669,Deborra,within a day,100%,100%,2.0
44031,73192868,Sabrina,a few days or more,0%,0%,8.0
44032,10936748,Veronica,,,,11.0
44033,24956348,Sereen,within a few hours,100%,,2.0
44034,22819782,Kristen,within a few hours,100%,59%,11.0
44035,293255806,Richard,within an hour,100%,93%,11.0
44036,113109354,Thomas,within an hour,100%,100%,4.0
44037,30363328,Sudha,,,,3.0
44038,426510756,Mauro,,,,1.0
44039,159480876,Urbanlux,within a few hours,100%,75%,71.0
44040,525205495,Fe,within an hour,100%,100%,2.0
44041,254767636,Ester,within a few hours,74%,87%,39.0
44042,37207995,Tanya,within a day,80%,75%,35.0
44043,159480876,Urbanlux,within a few hours,100%,75%,71.0
44044,366967898,Amir,within a few hours,100%,87%,30.0
44045,13856090,Doris,within an hour,100%,84%,49.0
44046,221893775,Michelle,within an hour,99%,99%,36.0
44047,22929317,EssentiaLyfe,within an hour,100%,92%,31.0
44048,196751356,Georgetta,within an hour,100%,95%,13.0
44049,5672737,Joey,,,,3.0
44050,134780367,Shauna,within a day,75%,67%,1.0
44051,88311689,Halle,within an hour,99%,99%,35.0
44052,468914943,RoomPicks,within an hour,100%,99%,668.0
44053,501999278,RoomPicks,within an hour,100%,90%,1414.0
44054,392789878,Robert,within an hour,98%,92%,69.0
44055,468914943,RoomPicks,within an hour,100%,99%,668.0
44056,520008783,StayLA,within an hour,75%,67%,6.0
44057,429820461,Rez,within an hour,100%,97%,22.0
44058,94025380,Emmanuel,,,,6.0
44059,449460327,Luxxx,within an hour,100%,66%,131.0
44060,449460327,Luxxx,within an hour,100%,66%,131.0
44061,36290720,Mark,within an hour,100%,97%,13.0
44062,18616122,Diana,within an hour,100%,80%,74.0
44063,468914943,RoomPicks,within an hour,100%,99%,668.0
44064,375121309,Lubov,within an hour,100%,98%,47.0
44065,313024239,Kyrylo,within an hour,100%,99%,53.0
44066,159214145,Raynny,,,,1.0
44067,20670114,Sarah,within an hour,100%,96%,129.0
44068,520941808,Miguel A,within an hour,100%,100%,49.0
44069,495073810,Zhavaughn,a few days or more,0%,,2.0
44070,25551648,Vacation Inn LA,within an hour,100%,97%,260.0
44071,392789878,Robert,within an hour,98%,92%,69.0
44072,468914943,RoomPicks,within an hour,100%,99%,668.0
44073,487871151,Presley,within an hour,100%,86%,10.0
44074,478170004,Tori,,,100%,1.0
44075,374464274,DSPG Management,within an hour,99%,81%,74.0
44076,64983007,Darren,,,,3.0
44077,406969367,James,within an hour,100%,70%,49.0
44078,7080508,Goerge,within an hour,100%,84%,15.0
44079,424315413,Bella,,,,1.0
44080,145664135,Nathan,within a few hours,100%,87%,3.0
44081,468914943,RoomPicks,within an hour,100%,99%,668.0
44082,52124514,Kelly,within an hour,100%,100%,1.0
44083,225268122,Greg,within a day,50%,,12.0
44084,509632427,Wren,within an hour,100%,97%,1.0
44085,365845117,Glenda,within a few hours,100%,89%,3.0
44086,1386381,Mason,within an hour,95%,100%,7.0
44087,468914943,RoomPicks,within an hour,100%,99%,668.0
44088,30850484,Level Hotel And Furnished Suites,within a few hours,98%,75%,100.0
44089,435138895,Giselle And Jon,within an hour,100%,100%,11.0
44090,480091292,Vladimir,,,,3.0
44091,417195791,The Maimon Group,within an hour,100%,51%,70.0
44092,79388444,Sarvenaz,within an hour,100%,100%,5.0
44093,528538862,Raymond,within a few hours,100%,50%,1.0
44094,464503635,Kay,within an hour,100%,100%,1.0
44095,530746410,John,within an hour,100%,100%,4.0
44096,521662006,Suitesrus Corp,within an hour,100%,98%,17.0
44097,468914943,RoomPicks,within an hour,100%,99%,668.0
44098,3010467,Maxime,within an hour,100%,100%,109.0
44099,152860707,Nicole,within an hour,100%,100%,11.0
44100,466578599,Gabriela,within an hour,100%,97%,62.0
44101,392789878,Robert,within an hour,98%,92%,69.0
44102,146313566,Rachael,within a day,50%,17%,3.0
44103,179425787,Gordon,,,100%,1.0
44104,432538014,Aj,within an hour,100%,100%,4.0
44105,3010467,Maxime,within an hour,100%,100%,109.0
44106,138092283,Shawn,within an hour,100%,100%,74.0
44107,10130052,Annie,within a day,100%,100%,3.0
44108,43356966,Brittney,within a day,100%,100%,1.0
44109,4202281,Anderson,within a few hours,100%,86%,8.0
44110,468914943,RoomPicks,within an hour,100%,99%,668.0
44111,30850484,Level Hotel And Furnished Suites,within a few hours,98%,75%,100.0
44112,30850484,Level Hotel And Furnished Suites,within a few hours,98%,75%,100.0
44113,30735433,James,within an hour,100%,99%,26.0
44114,406969367,James,within an hour,100%,70%,49.0
44115,530746410,John,within an hour,100%,100%,4.0
44116,406969367,James,within an hour,100%,70%,49.0
44117,47913252,Steven,within a few hours,100%,,1.0
44118,166598452,Jimmy,,,,4.0
44119,8498475,Kelley,within a few hours,100%,100%,2.0
44120,468914943,RoomPicks,within an hour,100%,99%,668.0
44121,44385051,Isa,within an hour,100%,91%,18.0
44122,106647727,Mi,within an hour,100%,100%,6.0
44123,24168951,Gabriela,within a few hours,100%,77%,3.0
44124,457000057,Xiaoyu,within an hour,100%,90%,3.0
44125,17739626,Cheryl,within an hour,100%,78%,37.0
44126,468914943,RoomPicks,within an hour,100%,99%,668.0
44127,468914943,RoomPicks,within an hour,100%,99%,668.0
44128,375121309,Lubov,within an hour,100%,98%,47.0
44129,394298759,Brooklyn,within an hour,100%,100%,1.0
44130,392789878,Robert,within an hour,98%,92%,69.0
44131,530951465,Joanne,within an hour,100%,,2.0
44132,391828988,Alec And Hannah,within an hour,100%,92%,22.0
44133,6465781,Hanya,within an hour,100%,96%,34.0
44134,411901944,SuitesRUs,within an hour,100%,93%,28.0
44135,6279513,Stuart,within a day,100%,0%,3.0
44136,366967898,Amir,within a few hours,100%,87%,30.0
44137,37207995,Tanya,within a day,80%,75%,35.0
44138,366967898,Amir,within a few hours,100%,87%,30.0
44139,49634741,Precca,within an hour,100%,100%,4.0
44140,481181127,M,within an hour,80%,100%,11.0
44141,20670114,Sarah,within an hour,100%,96%,129.0
44142,468914943,RoomPicks,within an hour,100%,99%,668.0
44143,416957399,Robert,within a few hours,100%,96%,5.0
44144,235044733,Jeannie,,,,2.0
44145,411901944,SuitesRUs,within an hour,100%,93%,28.0
44146,418150222,Denis,within a few hours,83%,94%,105.0
44147,501999278,RoomPicks,within an hour,100%,90%,1414.0
44148,4451028,Max,within an hour,100%,100%,1.0
44149,507084725,Beverly Hills Luxury Leases,within an hour,100%,0%,20.0
44150,345139121,Luxury Rentals,within an hour,100%,81%,11.0
44151,20711901,Lucia,,,100%,3.0
44152,21022188,Tina,within an hour,100%,100%,7.0
44153,96043853,Blake,within an hour,100%,99%,2.0
44154,9018925,Whitney,,,,1.0
44155,417195791,The Maimon Group,within an hour,100%,51%,70.0
44156,426737299,Avsar,within an hour,100%,98%,6.0
44157,4024470,Eddie,a few days or more,0%,,4.0
44158,51596455,Love,within a day,100%,100%,15.0
44159,108185698,Timmy,within an hour,100%,100%,30.0
44160,77561434,Ashot,within an hour,100%,65%,68.0
44161,12933512,Jensie,within a day,100%,0%,5.0
44162,163847118,Raymond,within an hour,100%,98%,26.0
44163,78557280,Helena,within an hour,100%,70%,64.0
44164,11294711,Hai,within an hour,97%,98%,12.0
44165,468914943,RoomPicks,within an hour,100%,99%,668.0
44166,466578599,Gabriela,within an hour,100%,97%,62.0
44167,5574930,Caleb,within an hour,100%,99%,3.0
44168,483335374,Melanie,within a few hours,90%,50%,15.0
44169,114422884,Robert,within an hour,100%,100%,35.0
44170,49510467,Serena,within an hour,98%,96%,16.0
44171,161489684,The Freehand,within an hour,97%,99%,10.0
44172,171211599,James And Lily,within an hour,100%,92%,20.0
44173,487872382,Jessica,within an hour,100%,100%,34.0
44174,22929317,EssentiaLyfe,within an hour,100%,92%,31.0
44175,49510467,Serena,within an hour,98%,96%,16.0
44176,391093384,Aliana,within an hour,100%,100%,1.0
44177,411686257,Chid,within an hour,100%,100%,17.0
44178,446578630,Alex,within an hour,100%,100%,1.0
44179,75813720,Jess,within an hour,100%,90%,59.0
44180,415840703,Anyplace,within a few hours,100%,76%,95.0
44181,6628963,Dovid,within an hour,99%,100%,82.0
44182,374207096,Justin,within an hour,94%,95%,2.0
44183,6628963,Dovid,within an hour,99%,100%,82.0
44184,401426795,Olu,,,,1.0
44185,419099725,Kay,within a few hours,99%,61%,40.0
44186,39937365,Anixia,within an hour,100%,84%,32.0
44187,487872817,Chrystal,within an hour,100%,100%,24.0
44188,468914943,RoomPicks,within an hour,100%,99%,668.0
44189,457000057,Xiaoyu,within an hour,100%,90%,3.0
44190,240080883,Joanne,within a few hours,100%,84%,36.0
44191,495552319,Rebecca,within an hour,100%,100%,1.0
44192,457177967,Love,a few days or more,33%,33%,12.0
44193,351699268,Chanan,within an hour,100%,75%,15.0
44194,5085244,Shayan,within an hour,100%,100%,9.0
44195,496491340,Sara,within an hour,100%,100%,3.0
44196,406969367,James,within an hour,100%,70%,49.0
44197,501439869,Charlie,within an hour,100%,97%,1.0
44198,411686257,Chid,within an hour,100%,100%,17.0
44199,351699268,Chanan,within an hour,100%,75%,15.0
44200,37792562,Nina,within an hour,100%,100%,3.0
44201,449460327,Luxxx,within an hour,100%,66%,131.0
44202,43038021,Kai S,within an hour,100%,100%,2.0
44203,374464274,DSPG Management,within an hour,99%,81%,74.0
44204,417195791,The Maimon Group,within an hour,100%,51%,70.0
44205,487872382,Jessica,within an hour,100%,100%,34.0
44206,487871151,Presley,within an hour,100%,86%,10.0
44207,841127,Ryan,within an hour,100%,100%,4.0
44208,161489684,The Freehand,within an hour,97%,99%,10.0
44209,419099725,Kay,within a few hours,99%,61%,40.0
44210,489014630,Ian,,,,37.0
44211,21013529,The Rosemary Hospitality,within an hour,100%,100%,9.0
44212,302777676,Lu,within an hour,100%,98%,1.0
44213,468914943,RoomPicks,within an hour,100%,99%,668.0
44214,485134033,Michelle,within an hour,100%,100%,56.0
44215,7206648,Daniela,,,,9.0
44216,468914943,RoomPicks,within an hour,100%,99%,668.0
44217,351699268,Chanan,within an hour,100%,75%,15.0
44218,17739626,Cheryl,within an hour,100%,78%,37.0
44219,88311689,Halle,within an hour,99%,99%,35.0
44220,150622345,Oraklus,within an hour,99%,98%,27.0
44221,7988556,Lucas,within a few hours,100%,50%,3.0
44222,406969367,James,within an hour,100%,70%,49.0
44223,454857484,Angel,within a day,50%,33%,1.0
44224,30735433,James,within an hour,100%,99%,26.0
44225,485134033,Michelle,within an hour,100%,100%,56.0
44226,434066983,Mia,within a few hours,100%,69%,3.0
44227,21492944,Victor,within an hour,100%,100%,13.0
44228,213524883,Cubier,within an hour,100%,97%,147.0
44229,146039490,Logan,,,,2.0
44230,466578599,Gabriela,within an hour,100%,97%,62.0
44231,466578599,Gabriela,within an hour,100%,97%,62.0
44232,229187025,Ann,within an hour,87%,99%,47.0
44233,375121309,Lubov,within an hour,100%,98%,47.0
44234,265283566,Danny,within an hour,100%,100%,15.0
44235,346712317,Jay,within an hour,100%,99%,15.0
44236,415840703,Anyplace,within a few hours,100%,76%,95.0
44237,485134033,Michelle,within an hour,100%,100%,56.0
44238,466578599,Gabriela,within an hour,100%,97%,62.0
44239,466578599,Gabriela,within an hour,100%,97%,62.0
44240,51596455,Love,within a day,100%,100%,15.0
44241,2724063,Gene,within an hour,100%,100%,16.0
44242,152860707,Nicole,within an hour,100%,100%,11.0
44243,406969367,James,within an hour,100%,70%,49.0
44244,409985549,Bona Bona,within an hour,100%,96%,28.0
44245,513319621,Goree,within a few hours,100%,94%,3.0
44246,466578599,Gabriela,within an hour,100%,97%,62.0
44247,520942518,Theresa,within an hour,100%,100%,50.0
44248,30850484,Level Hotel And Furnished Suites,within a few hours,98%,75%,100.0
44249,160113938,James,within a few hours,100%,98%,34.0
44250,520942518,Theresa,within an hour,100%,100%,50.0
44251,351699268,Chanan,within an hour,100%,75%,15.0
44252,341639940,Maria,within an hour,100%,98%,1.0
44253,411901944,SuitesRUs,within an hour,100%,93%,28.0
44254,466578599,Gabriela,within an hour,100%,97%,62.0
44255,2994306,David,within an hour,91%,65%,13.0
44256,234446704,Darwin,within an hour,100%,49%,14.0
44257,293255806,Richard,within an hour,100%,93%,11.0
44258,468914943,RoomPicks,within an hour,100%,99%,668.0
44259,152860707,Nicole,within an hour,100%,100%,11.0
44260,3907271,Bre,within an hour,100%,97%,10.0
44261,22626581,Nicky,within an hour,100%,70%,20.0
44262,273110572,Vi,within an hour,100%,100%,5.0
44263,527730838,Cjay,within an hour,100%,88%,2.0
44264,9662298,Joel,within an hour,100%,50%,4.0
44265,466578599,Gabriela,within an hour,100%,97%,62.0
44266,40524955,Robin,within a few hours,100%,100%,2.0
44267,71184942,Beach Comber,within an hour,100%,97%,4.0
44268,213524883,Cubier,within an hour,100%,97%,147.0
44269,466578599,Gabriela,within an hour,100%,97%,62.0
44270,487108795,Hollywood,within an hour,98%,99%,18.0
44271,489014630,Ian,,,,37.0
44272,367229162,Dtla,within an hour,100%,97%,32.0
44273,406969367,James,within an hour,100%,70%,49.0
44274,176853187,Anne,within an hour,100%,100%,6.0
44275,265095637,Akua,within an hour,100%,0%,5.0
44276,165476987,Keith,within an hour,100%,96%,1.0
44277,30602191,Rona,within a few hours,100%,90%,1.0
44278,485134033,Michelle,within an hour,100%,100%,56.0
44279,468914943,RoomPicks,within an hour,100%,99%,668.0
44280,240080883,Joanne,within a few hours,100%,84%,36.0
44281,374464274,DSPG Management,within an hour,99%,81%,74.0
44282,21013529,The Rosemary Hospitality,within an hour,100%,100%,9.0
44283,455672630,Marisa,within an hour,100%,100%,1.0
44284,25551648,Vacation Inn LA,within an hour,100%,97%,260.0
44285,371090886,Eric,within an hour,100%,100%,6.0
44286,375121309,Lubov,within an hour,100%,98%,47.0
44287,492212598,Matia,within an hour,100%,67%,2.0
44288,30870821,Vivian,within a few hours,90%,100%,7.0
44289,313024239,Kyrylo,within an hour,100%,99%,53.0
44290,66518739,Robert,within an hour,100%,96%,1.0
44291,451278718,Ray,within an hour,100%,86%,1.0
44292,491306548,Chid,within an hour,100%,99%,31.0
